fixNum_f,numSaccs_f,trialNum_f,rawTrialNum_f,rewardedSacc_f,saccPeakVel_f,expectedPeakVel_f,t_fix_f,t_sacc_f,x_targ_f,y_targ_f,x_dist_f,y_dist_f,x_curFix_f,x_oneFixAhead_f,y_curFix_f,y_oneFixAhead_f
10,14,1474,3000,0,98.4999237060547,103.153388977051,18781310,18781440,20.5038793101562,-2.98154844554844,8.76116543230388,14.63252237123,12.8693037033081,11.8190469741821,17.0510597229004,14.8341264724731
11,14,1474,3000,0,738.404357910156,701.112182617188,18781492,18782083,20.5038793101562,-2.98154844554844,8.76116543230388,14.63252237123,11.8808107376099,20.8190479278564,14.8813714981079,-3.66587281227112
12,14,1474,3000,0,186.377151489258,195.961212158203,18782161,18782393,20.5038793101562,-2.98154844554844,8.76116543230388,14.63252237123,20.3614273071289,25.2857151031494,-2.78167462348938,-2.29920625686646
13,14,1474,3000,0,550.70263671875,547.428100585938,18782874,18783041,20.5038793101562,-2.98154844554844,8.76116543230388,14.63252237123,-5.74881601333618,-14.9142866134644,9.96685409545898,-1.86587297916412
14,14,1474,3000,0,302.646820068359,301.800750732422,18783115,18783237,20.5038793101562,-2.98154844554844,8.76116543230388,14.63252237123,-14.6727666854858,-13.4476194381714,-1.35986149311066,-8.83253955841064
1,4,1475,3001,0,304.175628662109,328.550537109375,18788326,18788533,20.5038793101562,-8.8529053844746,-8.76116543230388,-2.88980849337772,0.749481439590454,-7.64761877059937,-0.0343109965324402,-2.86587309837341
2,4,1475,3001,0,553.060424804688,521.149536132813,18788614,18789175,20.5038793101562,-8.8529053844746,-8.76116543230388,-2.88980849337772,-7.50297880172729,-1.54761898517609,-2.61768960952759,10.7674608230591
3,4,1475,3001,0,375.344848632813,400.039916992188,18789249,18789427,20.5038793101562,-8.8529053844746,-8.76116543230388,-2.88980849337772,-1.77552175521851,-12.4809532165527,10.2790565490723,9.70079326629639
4,4,1475,3001,0,515.703002929688,497.071166992188,18789507,18789762,20.5038793101562,-8.8529053844746,-8.76116543230388,-2.88980849337772,-12.1669578552246,-7.61428594589233,9.66537666320801,-3.33253955841064
1,5,1476,3002,0,389.945007324219,414.013061523438,18795232,18795434,-2.98154844554844,-14.7242623234008,-20.5956192623269,14.63252237123,0.453866750001907,-9.31428527832031,-0.00861235987395048,5.06746053695679
2,5,1476,3002,0,716.692321777344,682.088317871094,18795516,18795769,-2.98154844554844,-14.7242623234008,-20.5956192623269,14.63252237123,-9.06409740447998,0.685714304447174,5.08907175064087,-11.6992063522339
3,5,1476,3002,1,150.47737121582,154.24365234375,18795892,18796005,-2.98154844554844,-14.7242623234008,-20.5956192623269,14.63252237123,0.634682238101959,-0.0809523835778236,-11.4387321472168,-14.8992071151733
4,5,1476,3002,0,68.1720275878906,98.9646301269531,18796062,18796753,-2.98154844554844,-14.7242623234008,-20.5956192623269,14.63252237123,-0.0178071558475494,0.419047623872757,-14.6593208312988,-12.9658737182617
5,5,1476,3002,0,820.806213378906,879.496704101563,18796810,18797118,-2.98154844554844,-14.7242623234008,-20.5956192623269,14.63252237123,0.237553998827934,-17.0142860412598,-12.9621934890747,7.20079374313354
1,4,1477,3003,1,638.697814941406,621.836547851563,18802035,18802296,-8.8529053844746,14.63252237123,14.63252237123,14.63252237123,0.156595394015312,-7.8476185798645,-0.125004589557648,15.3674612045288
2,4,1477,3003,0,299.490295410156,305.6318359375,18802373,18802650,-8.8529053844746,14.63252237123,14.63252237123,14.63252237123,-7.12343168258667,-12.9142866134644,14.7141761779785,9.16746044158936
3,4,1477,3003,0,287.362670898438,295.850433349609,18802722,18802923,-8.8529053844746,14.63252237123,14.63252237123,14.63252237123,-12.7942008972168,-7.3476185798645,9.39350605010986,15.2341270446777
4,4,1477,3003,0,705.081115722656,707.373229980469,18802999,18803246,-8.8529053844746,14.63252237123,14.63252237123,14.63252237123,-7.58648252487183,-2.11428570747375,14.9808397293091,-5.43253946304321
1,4,1478,3004,0,324.501647949219,326.308258056641,18808645,18808810,-8.8529053844746,-2.98154844554844,8.8529053844746,-14.63252237123,0.233592808246613,-7.94761896133423,0.0379653908312321,3.56746029853821
2,4,1478,3004,1,264.320251464844,269.887115478516,18808886,18808971,-8.8529053844746,-2.98154844554844,8.8529053844746,-14.63252237123,-7.82055425643921,-8.28095245361328,3.51334381103516,-3.49920630455017
3,4,1478,3004,0,706.61083984375,762.527587890625,18809036,18809577,-8.8529053844746,-2.98154844554844,8.8529053844746,-14.63252237123,-8.17564105987549,10.6857147216797,-2.7735116481781,-14.7992067337036
4,4,1478,3004,0,728.712646484375,803.10791015625,18809664,18810037,-8.8529053844746,-2.98154844554844,8.8529053844746,-14.63252237123,9.94021224975586,-8.68095207214355,-14.1816101074219,0.7007936835289
1,4,1479,3005,0,321.324401855469,334.316680908203,18815287,18815488,-8.8529053844746,-2.98154844554844,-2.88980849337772,-8.76116543230388,0.641601324081421,0.28571429848671,-0.29522642493248,-8.59920597076416
2,4,1479,3005,0,64.5305786132813,68.0073165893555,18815691,18815896,-8.8529053844746,-2.98154844554844,-2.88980849337772,-8.76116543230388,0.197746634483337,-0.814285755157471,-8.27791023254395,-8.89920616149902
3,4,1479,3005,0,407.285461425781,397.397125244141,18815932,18816394,-8.8529053844746,-2.98154844554844,-2.88980849337772,-8.76116543230388,-0.993650615215302,-9.08095264434814,-8.77329730987549,-1.33253967761993
4,4,1479,3005,0,355.523284912109,373.196624755859,18816753,18816989,-8.8529053844746,-2.98154844554844,-2.88980849337772,-8.76116543230388,-7.88349771499634,-18.0809535980225,-2.58593034744263,-2.09920620918274
1,11,1480,3007,0,346.562805175781,355.003997802734,18825322,18825552,-20.5956192623269,2.88980849337772,14.7242623234008,2.98154844554844,0.415568798780441,-8.31428527832031,-0.134423807263374,3.7674605846405
2,11,1480,3007,0,736.105895996094,704.49853515625,18825619,18825769,-20.5956192623269,2.88980849337772,14.7242623234008,2.98154844554844,-8.02717590332031,12.9190473556519,3.77523636817932,2.70079398155212
3,11,1480,3007,0,225.830764770508,249.521347045898,18825847,18826042,-20.5956192623269,2.88980849337772,14.7242623234008,2.98154844554844,12.2363042831421,18.3190479278564,2.72933888435364,3.00079369544983
4,11,1480,3007,0,1001.20458984375,963.291870117188,18826103,18826666,-20.5956192623269,2.88980849337772,14.7242623234008,2.98154844554844,18.0860042572021,-9.64761829376221,3.04928779602051,-7.13253974914551
5,11,1480,3007,0,252.141265869141,255.614044189453,18826795,18827056,-20.5956192623269,2.88980849337772,14.7242623234008,2.98154844554844,-9.54238033294678,-9.11428546905518,-6.81351518630981,-13.1325407028198
6,11,1480,3007,0,771.129760742188,787.529052734375,18827123,18827562,-20.5956192623269,2.88980849337772,14.7242623234008,2.98154844554844,-9.01498603820801,-5.51428556442261,-12.8619384765625,11.1341276168823
7,11,1480,3007,0,916.84765625,935.844055175781,18827653,18827931,-20.5956192623269,2.88980849337772,14.7242623234008,2.98154844554844,-5.402184009552,10.4857149124146,10.3413181304932,-13.1658735275269
8,11,1480,3007,0,529.589477539063,512.438171386719,18828019,18828183,-20.5956192623269,2.88980849337772,14.7242623234008,2.98154844554844,10.1355075836182,8.48571491241455,-11.9953355789185,2.50079369544983
9,11,1480,3007,0,335.741119384766,358.946716308594,18828257,18828486,-20.5956192623269,2.88980849337772,14.7242623234008,2.98154844554844,8.81541728973389,18.119047164917,2.11491274833679,3.96746039390564
10,11,1480,3007,1,1100.5126953125,1075.56896972656,18828554,18828739,-20.5956192623269,2.88980849337772,14.7242623234008,2.98154844554844,17.8993968963623,-17.1476192474365,3.98259568214417,2.7674605846405
11,11,1480,3007,0,163.929458618164,171.189987182617,18828873,18829504,-20.5956192623269,2.88980849337772,14.7242623234008,2.98154844554844,-17.6764068603516,-21.8476181030273,3.3623354434967,4.86746072769165
1,4,1481,3008,1,420.5947265625,426.336944580078,18835340,18835674,-8.8529053844746,8.76116543230388,8.8529053844746,8.8529053844746,0.793698072433472,-9.01428508758545,0.202490106225014,5.90079355239868
